LLM,Benchmark prompt,Execution time (s),CPU Energy (J),RAM Energy (J),GPU Energy (J),CPU Power (W),RAM Power (W),GPU Power (W),CO2 emissions (Kg),CO2 emissions rate (Kg/s),MBPP+ pass@1
llama-2-7b.Q2_K,Mbpp/605,70.06041812896729,1576.3366842269895,377.2641221966741,-240.09019207199998,22.5,5.794056415557861,38.932490786161694,0.00010426378905710416,1.4881982129363728e-06,0.037
llama-2-7b.Q2_K,Mbpp/606,32.593382358551025,733.336839079857,179.12595590527053,-44.032035225600005,22.5,5.794056415557861,27.32919084336535,5.284232311600106e-05,1.621259264678237e-06,0.037
llama-2-7b.Q2_K,Mbpp/607,16.259297370910645,365.8246368169784,94.18737735341074,254.5002036,22.5,5.794056415557861,3.7251666416269633,4.347667912201584e-05,2.6739580518282145e-06,0.037
llama-2-7b.Q2_K,Mbpp/608,18.230551958084106,410.18016099929815,96.15625643447709,-311.65024932,22.5,5.794056415557861,28.40776207354308,1.1846274773285222e-05,6.498034069688242e-07,0.037
llama-2-7b.Q2_K,Mbpp/610,28.79022479057312,647.770664691925,157.3748943619031,-114.20409136319999,22.5,5.794056415557861,28.59192014826422,4.204244481167644e-05,1.460302763090705e-06,0.037
llama-2-7b.Q2_K,Mbpp/611,42.34427285194397,952.731113433838,235.71599908763176,251.15520092399996,22.5,5.794056415557861,29.831450666979684,8.759700154643625e-05,2.0686859319256153e-06,0.037
llama-2-7b.Q2_K,Mbpp/612,41.92016077041626,943.1883072853087,223.9134996046768,-336.2742690192,22.5,5.794056415557861,31.939754993942636,5.0554240181447e-05,1.205964844894487e-06,0.037
llama-2-7b.Q2_K,Mbpp/614,31.654011011123657,712.20621407032,260.98456326781616,-71.91405753119999,22.5,5.794056415557861,0.0,5.484093591774133e-05,1.7325114311254098e-06,0.037
llama-2-7b.Q2_K,Mbpp/615,31.65632915496826,712.2584688663483,269.5832536180392,-72.99705839760001,22.5,5.794056415557861,0.0,5.5301430611723075e-05,1.746931248440215e-06,0.037
llama-2-7b.Q2_K,Mbpp/616,42.967297077178955,966.750231385231,239.3488384664321,255.3762043008,22.5,5.794056415557861,28.65908912751955,8.892792867469985e-05,2.0696654135577865e-06,0.037
llama-2-7b.Q2_K,Mbpp/618,14.806881666183472,333.1513559818268,76.27414272229487,-335.4392683512,22.5,5.794056415557861,25.480352716037515,4.5019182548607045e-06,3.040422930604193e-07,0.037
llama-2-7b.Q2_K,Mbpp/619,15.078329086303711,339.2548352479935,87.34478877587776,272.6922181536,22.5,5.794056415557861,2.0533180393160673,4.255054886236156e-05,2.8219671170999997e-06,0.037
llama-2-7b.Q2_K,Mbpp/620,74.59922480583191,1678.457522392273,403.61825001541035,-349.5382796304,22.5,5.794056415557861,25.2663771999519,0.00010542153761259506,1.413172025406269e-06,0.037
llama-2-7b.Q2_K,Mbpp/622,31.647314310073853,712.0545458793641,262.9446496697908,-68.2210545768,22.5,5.794056415557861,0.0,5.5175686698449236e-05,1.743455579132221e-06,0.037
llama-2-7b.Q2_K,Mbpp/623,31.645561933517456,712.01385140419,266.1870996225625,-67.57805406239997,22.5,5.794056415557861,0.0,5.540963262464788e-05,1.7509448162448543e-06,0.037
llama-2-7b.Q2_K,Mbpp/624,8.317782402038574,187.14672446250913,48.18777009362009,245.97019677599997,22.5,5.794056415557861,29.574084526480235,2.928645459732692e-05,3.520945028587092e-06,0.037
llama-2-7b.Q2_K,Mbpp/626,12.161250114440918,273.62470507621765,60.95599307426868,-332.30026583999995,22.5,5.794056415557861,31.585203616535296,1.3875987191915782e-07,1.1410000667150735e-08,0.037
llama-2-7b.Q2_K,Mbpp/628,14.180123567581177,319.04938995838165,82.15190433767714,274.94821995839993,22.5,5.794056415557861,19.391190181827934,4.1142383207217206e-05,2.9014121781898694e-06,0.037
llama-2-7b.Q2_K,Mbpp/629,13.93299674987793,313.4892725944519,71.2183798727824,-353.6712829368,22.5,5.794056415557861,28.772464797234935,1.8885027374306172e-06,1.3554174822061613e-07,0.037
llama-2-7b.Q2_K,Mbpp/630,13.799788236618042,310.4920917749405,79.94834844444176,269.3372154696,22.5,5.794056415557861,19.51903455041176,4.01461874476774e-05,2.909188659949767e-06,0.037
llama-2-7b.Q2_K,Mbpp/631,78.41703128814697,1764.3522459268568,425.6652332142352,-290.2682322143999,22.5,5.794056415557861,29.738528942843427,0.00011559604771862019,1.474119152685814e-06,0.037
llama-2-7b.Q2_K,Mbpp/632,11.633166074752808,261.743157505989,67.39515999724972,224.43317954640003,22.5,5.794056415557861,19.294301675259575,3.368374920644848e-05,2.895492851215418e-06,0.037
llama-2-7b.Q2_K,Mbpp/633,24.834400177001953,558.7672716379166,134.26434787130006,-121.18509694800001,22.5,5.794056415557861,29.093345274754693,3.479574897405616e-05,1.4011109076948422e-06,0.037
llama-2-7b.Q2_K,Mbpp/635,44.85172247886658,1009.1467237472534,240.88168078637068,-310.36324829039995,22.5,5.794056415557861,25.48186905460152,5.7176797630707485e-05,1.2747960272350363e-06,0.037
llama-2-7b.Q2_K,Mbpp/637,19.77538013458252,444.9371373653412,114.55924260029519,298.9772391816,22.5,5.794056415557861,4.082742777770106,5.223645047084988e-05,2.6414890695072165e-06,0.037
llama-2-7b.Q2_K,Mbpp/638,21.112579107284546,475.0246238708496,112.69599585105993,-249.57419965920002,22.5,5.794056415557861,28.731169920911558,2.0575552153887976e-05,9.745636499137483e-07,0.037
llama-2-7b.Q2_K,Mbpp/639,66.31507205963135,1492.0657056570053,364.84511155197316,165.82813266239998,22.5,5.794056415557861,4.515525219354646,0.00012307973199615968,1.8559842909540207e-06,0.037
llama-2-7b.Q2_K,Mbpp/641,27.039645433425903,608.3820444345473,147.1007199859048,-74.64605971680005,22.5,5.794056415557861,29.100924753799198,4.1427589632069185e-05,1.5321055053797849e-06,0.037
llama-2-7b.Q2_K,Mbpp/643,35.14521408081055,790.7544207572937,194.04654936856778,23.190018551999987,22.5,5.794056415557861,3.9708572882062527,6.133429167856988e-05,1.74516767880662e-06,0.037
llama-2-7b.Q2_K,Mbpp/644,26.17347264289856,588.8944119215012,141.95805949644523,-82.75306620239996,22.5,5.794056415557861,29.007183783872705,3.9435588614078076e-05,1.506700664146598e-06,0.037
llama-2-7b.Q2_K,Mbpp/720,29.765609741210938,669.7184836864471,162.86349186254574,2.8210022568000506,22.5,5.794056415557861,24.747399179425262,5.083264680480343e-05,1.7077643376619585e-06,0.037
llama-2-7b.Q2_K,Mbpp/721,101.21344375610352,2277.2710543870926,548.2716282737692,-333.32326665840003,22.5,5.794056415557861,35.134326954408124,0.00015164670548155202,1.4982861945393218e-06,0.037
llama-2-7b.Q2_K,Mbpp/722,47.836397886276245,1076.3032346963882,267.57118335009443,270.285216228,22.5,5.794056415557861,3.8604670236850374,9.821847510186897e-05,2.0532163674900533e-06,0.037
llama-2-7b.Q2_K,Mbpp/723,78.17959141731262,1759.0124237537382,424.03571148519814,-304.1932433544,22.5,5.794056415557861,28.579763818286967,0.0001143246668422176,1.4623339003137943e-06,0.037
llama-2-7b.Q2_K,Mbpp/724,25.44315505027771,572.4618154764175,137.8566069294409,-119.33409546720003,22.5,5.794056415557861,40.475563121079745,3.5960247158026096e-05,1.4133564444726203e-06,0.037
llama-2-7b.Q2_K,Mbpp/725,70.39266204833984,1583.8120061159134,394.17537958774244,184.1611473288,22.5,5.794056415557861,29.251724795743396,0.00013156253405732183,1.8689808032401956e-06,0.037
llama-2-7b.Q2_K,Mbpp/726,24.45953679084778,550.3318047523499,132.14020513485093,-97.4390779512,22.5,5.794056415557861,28.776555832707132,3.559811634427133e-05,1.4553880005442851e-06,0.037
llama-2-7b.Q2_K,Mbpp/728,16.670381546020508,375.073435306549,177.60691940384606,-296.78723742959994,22.5,5.794056415557861,0.0,1.557059861658612e-05,9.3402772897559e-07,0.037
llama-2-7b.Q2_K,Mbpp/730,35.42235517501831,796.9875741004944,195.6934616768798,40.68003254399996,22.5,5.794056415557861,29.767973278191665,6.287801169416722e-05,1.7750940439587727e-06,0.037
llama-2-7b.Q2_K,Mbpp/731,20.139108419418335,453.11937689781183,107.11287946765026,-82.91906633520001,22.5,5.794056415557861,28.842498101210907,2.9043579504360835e-05,1.4421482271954362e-06,0.037
llama-2-7b.Q2_K,Mbpp/732,8.038361072540283,180.85983037948606,46.56658794096585,158.565126852,22.5,5.794056415557861,19.728608324629217,2.3486834984628083e-05,2.9218437406178584e-06,0.037
llama-2-7b.Q2_K,Mbpp/733,23.15563654899597,520.9928476810455,124.4910536745857,-145.27711622159998,22.5,5.794056415557861,29.61892625003191,3.043661025110137e-05,1.3144363441142844e-06,0.037
llama-2-7b.Q2_K,Mbpp/734,33.94551658630371,763.7595587968826,187.1071722504912,82.91506633200001,22.5,5.794056415557861,3.980537495458107,6.290361223926221e-05,1.8530757096989493e-06,0.037
llama-2-7b.Q2_K,Mbpp/735,12.410336971282959,279.22804892063135,62.425959104884775,-355.7582846064,22.5,5.794056415557861,33.01846888851388,-8.582178049645411e-07,-6.915346512753231e-08,0.037
llama-2-7b.Q2_K,Mbpp/736,42.41694521903992,954.3676632642747,236.2275976325202,252.76820221440002,22.5,5.794056415557861,29.904286343676006,8.782586019024905e-05,2.070537134079759e-06,0.037
llama-2-7b.Q2_K,Mbpp/737,13.984957933425903,314.65645730495453,71.5415678125936,-337.4132699304,22.5,5.794056415557861,27.325738576915167,2.968457493891768e-06,2.1226073814614495e-07,0.037
llama-2-7b.Q2_K,Mbpp/739,32.39519929885864,728.8782298564911,178.16496926485982,-52.21904177519997,22.5,5.794056415557861,30.3788384169197,5.201438781642955e-05,1.6056202444249862e-06,0.037
llama-2-7b.Q2_K,Mbpp/740,38.66398501396179,869.9266755580902,214.35972676336553,106.98408558719994,22.5,5.794056415557861,28.744326255956786,7.248649282995966e-05,1.8747806984661401e-06,0.037
llama-2-7b.Q2_K,Mbpp/741,18.098377227783203,407.2061276435852,95.22277506247087,-232.6181860944,22.5,5.794056415557861,28.01937015529939,1.6417457473870308e-05,9.071231783514558e-07,0.037
llama-2-7b.Q2_K,Mbpp/742,91.64712333679199,2062.0305347442622,596.7761074910277,-115.77809262239998,22.5,5.794056415557861,0.0,0.00015473834246620898,1.6884146150181326e-06,0.037
llama-2-7b.Q2_K,Mbpp/743,38.477004051208496,865.7192820310593,213.21473069236083,122.32809786240003,22.5,5.794056415557861,29.04766889579011,7.30944636417099e-05,1.8996921783314918e-06,0.037
llama-2-7b.Q2_K,Mbpp/744,15.333188533782959,344.9927508831024,79.32723994789342,-267.0372136296,22.5,5.794056415557861,19.503720013329776,9.570351165082601e-06,6.241592310690406e-07,0.037
llama-2-7b.Q2_K,Mbpp/745,38.57610058784485,867.9477524757384,214.0041972362967,134.09710727760003,22.5,5.794056415557861,29.601077593164337,7.399422057798627e-05,1.9181363447943077e-06,0.037
llama-2-7b.Q2_K,Mbpp/748,65.51076197624207,1473.9670819044113,360.44376715516574,64.14705131760002,22.5,5.794056415557861,3.7418304985372433,0.00011552355659758939,1.7634286812216413e-06,0.037
llama-2-7b.Q2_K,Mbpp/749,14.026623964309692,315.5943024158478,71.74864265760925,-355.8832847064,22.5,5.794056415557861,28.738456728650302,1.9142591617735948e-06,1.3647326446081164e-07,0.037
llama-2-7b.Q2_K,Mbpp/750,31.653178930282593,712.1857702732086,266.2495642514971,-72.87705830160003,22.5,5.794056415557861,0.0,5.5101460300416645e-05,1.7407875658170018e-06,0.037
llama-2-7b.Q2_K,Mbpp/751,54.87616038322449,1234.6942323446274,298.8957484237702,-71.74705739760003,22.5,5.794056415557861,40.78652578585298,8.895029941476203e-05,1.6209279000859895e-06,0.037
llama-2-7b.Q2_K,Mbpp/752,21.29352641105652,479.09661412239075,123.35508374108066,297.60723808560004,22.5,5.794056415557861,3.769855123265055,5.476683613790332e-05,2.571994656059694e-06,0.037
llama-2-7b.Q2_K,Mbpp/753,95.436851978302,2147.2966933250427,524.0920522492565,-24.411019528799994,22.5,5.794056415557861,3.884304259015641,0.00016106344772873465,1.6876441792668639e-06,0.037
llama-2-7b.Q2_K,Mbpp/754,47.44222855567932,1067.4313133955002,255.64366067334285,-336.96726957359994,22.5,5.794056415557861,29.19608090211209,6.0002736386887915e-05,1.2647537481606136e-06,0.037
llama-2-7b.Q2_K,Mbpp/755,25.424678802490234,572.0457941293716,137.72774479531506,-92.4610739688,22.5,5.794056415557861,40.056015061724516,3.756226316277273e-05,1.477393813096812e-06,0.037
llama-2-7b.Q2_K,Mbpp/757,28.00498676300049,630.1008296012877,152.70398010011021,-71.19405695520003,22.5,5.794056415557861,30.081620855588223,4.330013061703136e-05,1.5461578676494304e-06,0.037
llama-2-7b.Q2_K,Mbpp/758,29.30841636657715,659.4298249483109,160.35773718364203,-69.24205539359998,22.5,5.794056415557861,27.580984534514673,4.566923469098789e-05,1.558229353636055e-06,0.037
llama-2-7b.Q2_K,Mbpp/759,33.20153880119324,747.0193880796431,182.78943359193804,-30.500024400000004,22.5,5.794056415557861,27.453716233128496,5.472119165798103e-05,1.6481522734727703e-06,0.037
llama-2-7b.Q2_K,Mbpp/760,18.872473001480103,424.62229549884796,109.32834173969026,252.15920172719999,22.5,5.794056415557861,3.8603026381885517,4.7833255154156065e-05,2.5345515211707903e-06,0.037
llama-2-7b.Q2_K,Mbpp/762,30.718514680862427,691.1519837379456,168.26107235654035,-43.77503501999996,22.5,5.794056415557861,3.5912001868303944,4.9629987619563715e-05,1.6156376092781302e-06,0.037
llama-2-7b.Q2_K,Mbpp/763,30.771758317947388,692.350142598152,168.52793189373676,-9.415007532000022,22.5,5.794056415557861,3.8842193510890204,5.1809872001879034e-05,1.683682533398208e-06,0.037
llama-2-7b.Q2_K,Mbpp/764,13.823297262191772,311.0193818807602,70.69812402705065,-339.7412717928,22.5,5.794056415557861,27.84255657211785,2.5541722254431896e-06,1.8477300871110757e-07,0.037
llama-2-7b.Q2_K,Mbpp/765,37.60164737701416,846.0248029232025,208.3203843014793,104.50708360559999,22.5,5.794056415557861,29.2237159886694,7.05139073561627e-05,1.8752877141033924e-06,0.037
llama-2-7b.Q2_K,Mbpp/766,23.936355590820312,538.5586452484131,129.0859544313197,-36.602029281600004,22.5,5.794056415557861,28.981129377307127,3.839771338150616e-05,1.6041587131263975e-06,0.037
llama-2-7b.Q2_K,Mbpp/767,27.31055974960327,614.4782495498657,148.6870049415104,36.5120292096,22.5,5.794056415557861,29.410633003540262,4.865880778515276e-05,1.7816847487301906e-06,0.037
llama-2-7b.Q2_K,Mbpp/769,45.82905387878418,1031.1386811733246,246.29790065491113,-333.46626677279994,22.5,5.794056415557861,23.495959501766038,5.743875817328844e-05,1.2533262922078081e-06,0.037
llama-2-7b.Q2_K,Mbpp/770,17.86605668067932,401.9771772623062,103.49606307153407,282.93722634959994,22.5,5.794056415557861,3.5941281427449328,4.7973243877335444e-05,2.685161294109997e-06,0.037
llama-2-7b.Q2_K,Mbpp/771,19.19290828704834,431.8303191661834,101.6346107747953,-287.0542296432,22.5,5.794056415557861,28.492840800560433,1.4993611981202588e-05,7.812058369142784e-07,0.037
llama-2-7b.Q2_K,Mbpp/772,31.013416051864624,697.7941149473189,170.19578776963863,-142.35711388559997,22.5,5.794056415557861,24.882137120243865,4.415334424774317e-05,1.4236852907110994e-06,0.037
llama-2-7b.Q2_K,Mbpp/773,18.70462155342102,420.8467268943786,108.35616705403777,284.9922279936,22.5,5.794056415557861,3.69542664940024,4.954219001299015e-05,2.6486603790136043e-06,0.037
llama-2-7b.Q2_K,Mbpp/775,18.674975872039795,420.17866909503937,98.50007248150608,-303.9112431288,22.5,5.794056415557861,28.780746743087946,1.3068184677076104e-05,6.997698292420186e-07,0.037
llama-2-7b.Q2_K,Mbpp/777,32.25155782699585,725.6461787223815,177.09450858946732,-113.73409098720005,22.5,5.794056415557861,28.887091124629883,4.800951720686202e-05,1.4885952940442502e-06,0.037
llama-2-7b.Q2_K,Mbpp/778,46.16699576377869,1038.7372988462446,257.9147509727738,247.82919826319997,22.5,5.794056415557861,4.13012136225332,9.397868078782062e-05,2.0356247841786928e-06,0.037
llama-2-7b.Q2_K,Mbpp/780,51.048972845077515,1148.5825771093369,276.6131214252879,-218.5561748448,22.5,5.794056415557861,28.946126097227197,7.342166877300754e-05,1.4382594728365304e-06,0.037
llama-2-7b.Q2_K,Mbpp/781,24.302109003067017,546.7889392375946,131.14586709596244,25.543020434399963,22.5,5.794056415557861,29.02475566516342,4.280525788527813e-05,1.7613803756651714e-06,0.037
llama-2-7b.Q2_K,Mbpp/782,54.989638805389404,1237.2503131628036,299.3076312188464,-46.66003732800004,22.5,5.794056415557861,29.739398788089265,9.065739062050642e-05,1.6486267702420571e-06,0.037
llama-2-7b.Q2_K,Mbpp/784,36.839757204055786,828.882617354393,203.81044030266196,51.97404157920007,22.5,5.794056415557861,4.653051828887807,6.599988391361095e-05,1.7915396007643843e-06,0.037
llama-2-7b.Q2_K,Mbpp/785,14.113107204437256,317.54073321819305,72.36518697321196,-382.11030568800004,22.5,5.794056415557861,30.593451492599392,4.7434798439288236e-07,3.361045711065981e-08,0.037
llama-2-7b.Q2_K,Mbpp/786,27.06734013557434,609.0057814121246,147.2669603306925,-69.73205578560001,22.5,5.794056415557861,33.785986165380386,4.177466580027397e-05,1.5433605810927073e-06,0.037
llama-2-7b.Q2_K,Mbpp/787,29.21492052078247,657.3259699344635,159.80474743001446,-70.17105613680002,22.5,5.794056415557861,28.248550145723215,4.5451042964140704e-05,1.555747616421151e-06,0.037
llama-2-7b.Q2_K,Mbpp/788,15.226339101791382,342.58420228958124,88.20267935449861,273.7092189672,22.5,5.794056415557861,2.9934130564268755,4.286721786866741e-05,2.8153331921803893e-06,0.037
llama-2-7b.Q2_K,Mbpp/790,14.631179809570312,329.19761896133423,75.37440783222598,-354.7472837976,22.5,5.794056415557861,27.268801444457644,3.0317387298594622e-06,2.0721081753614905e-07,0.037
llama-2-7b.Q2_K,Mbpp/791,21.18791627883911,476.71983897686005,122.74346415461571,298.8332390664,22.5,5.794056415557861,3.802935543850464,5.4659597905019806e-05,2.5797533455241032e-06,0.037
llama-2-7b.Q2_K,Mbpp/792,92.91553497314453,2090.565714240074,509.4408932726966,-39.70003175999998,22.5,5.794056415557861,3.6723484068997876,0.0001557896767606588,1.676680619722922e-06,0.037
llama-2-7b.Q2_K,Mbpp/793,12.188499212265015,274.237300157547,61.151577345099774,-346.46327717040003,22.5,5.794056415557861,32.82595223536226,-6.738556862278752e-07,-5.528619024315883e-08,0.037
llama-2-7b.Q2_K,Mbpp/794,14.630596160888672,329.18491065502167,84.76199834799877,276.1862209487999,22.5,5.794056415557861,18.878724435068822,4.199325903203781e-05,2.8702356739431125e-06,0.037
llama-2-7b.Q2_K,Mbpp/796,21.090914964675903,474.53553915023804,112.55697620407294,-233.0591864472,22.5,5.794056415557861,28.490230441087373,2.1542239665858158e-05,1.0213990100447588e-06,0.037
llama-2-7b.Q2_K,Mbpp/797,25.670162677764893,577.5693690776825,139.20222942032376,62.05304964239999,22.5,5.794056415557861,29.129122885825776,4.7389965458083444e-05,1.846110835095405e-06,0.037
llama-2-7b.Q2_K,Mbpp/798,52.65718197822571,1184.76777613163,285.84132201192347,-146.3671170936,22.5,5.794056415557861,29.33721794536614,8.05775496319265e-05,1.5302290514757543e-06,0.037
llama-2-7b.Q2_K,Mbpp/799,41.204559087753296,927.0903486013411,219.75885167452032,-246.45319716239996,22.5,5.794056415557861,35.61161047690973,5.478734601944809e-05,1.3296428170185622e-06,0.037
llama-2-7b.Q2_K,Mbpp/800,28.73665761947632,646.5650868415833,156.99530204188875,-69.6630557304,22.5,5.794056415557861,29.147614371320362,4.4656225699772186e-05,1.553981200287759e-06,0.037
llama-2-7b.Q2_K,Mbpp/801,10.21592092514038,229.85514700412753,59.18331161038327,256.6922053536,22.5,5.794056415557861,25.12929968617995,3.3206649759501825e-05,3.2504803045003523e-06,0.037
llama-2-7b.Q2_K,Mbpp/803,27.73166823387146,623.9520907402037,150.95911334062563,-17.103013682399997,22.5,5.794056415557861,28.695076329347632,4.6111154869818656e-05,1.6627616658668408e-06,0.037
llama-2-7b.Q2_K,Mbpp/804,30.145568132400513,678.2634383440017,165.11372562326082,-0.3570002855999882,22.5,5.794056415557861,3.914146950022188,5.129613775415535e-05,1.7016145633368298e-06,0.037
llama-2-7b.Q2_K,Mbpp/805,16.642801523208618,374.4541722536087,180.61374765953144,-336.35126908079997,22.5,5.794056415557861,0.0,1.3308482920771277e-05,7.996540067014807e-07,0.037
llama-2-7b.Q2_K,Mbpp/806,91.66629433631897,2062.460508942604,591.7457819381051,-71.20905696720001,22.5,5.794056415557861,0.0,0.00015717035918901551,1.7145927009154036e-06,0.037
llama-2-7b.Q2_K,Mbpp/807,18.270445823669434,411.0767751932145,105.83930997735558,288.5972308776,22.5,5.794056415557861,4.151218636787313,4.9013919005638834e-05,2.6826887246583283e-06,0.037
llama-2-7b.Q2_K,Mbpp/808,16.65325689315796,374.6878945827484,180.05460786547712,-373.8642990912,22.5,5.794056415557861,0.0,1.1006086966657364e-05,6.608969667176183e-07,0.037
llama-2-7b.Q2_K,Mbpp/809,15.046877384185791,338.54607224464417,87.16151011154295,272.5122180096,22.5,5.794056415557861,0.0,4.248531720264632e-05,2.823530498580272e-06,0.037
llama-2-7b.Q3_K_L,Mbpp/2,86.8327989578247,1953.7109398841853,474.43042054685264,-34.83402786719999,22.5,5.794056415557861,29.26888596109713,0.0001456280975333629,1.677109332892695e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/3,9.865288257598877,221.96522533893588,57.151539663066046,241.20619296479998,22.5,5.794056415557861,24.452647489917037,3.166064025319496e-05,3.2092970247278797e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/4,45.74466276168823,1029.2436736822126,246.09189364036493,-310.2592482072,22.5,5.794056415557861,21.813644724560838,5.872301748088356e-05,1.2837129827977413e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/6,14.106374979019165,317.3904114961624,81.72497107304808,256.99320559439997,22.5,5.794056415557861,18.21965452908458,3.992293182305648e-05,2.830134026809514e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/7,23.842979669570923,536.4587438106537,128.51497180335286,-131.6681053344,22.5,5.794056415557861,27.71008372012796,3.2450609402382956e-05,1.3610131725187574e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/8,14.153434753417969,318.4465688467026,72.57248975099276,-265.02621202079996,22.5,5.794056415557861,21.158641452586323,7.666419728113515e-06,5.416649641361522e-07,0.042
llama-2-7b.Q3_K_L,Mbpp/9,41.192641496658325,926.8214839696883,229.141829659973,196.3911571128,22.5,5.794056415557861,27.550837566052383,8.228813996654121e-05,1.9976417383482603e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/11,59.929402351379395,1348.3942526578905,328.0490011113087,12.03000962399997,22.5,5.794056415557861,24.05425010386539,0.00010274031493501956,1.7143557403197562e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/12,54.67747783660889,1230.22416472435,297.6145024342277,-95.29907623919995,22.5,5.794056415557861,28.982858135938898,8.716724861379512e-05,1.5942075615534877e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/14,16.636223793029785,374.3082654476166,175.23094687859293,-302.6172420936,22.5,5.794056415557861,0.0,1.5024721762601057e-05,9.031329434806045e-07,0.042
llama-2-7b.Q3_K_L,Mbpp/16,27.745361804962158,624.2602229118346,151.2955876885286,-73.31605865279998,22.5,5.794056415557861,30.72053978530577,4.272992343982488e-05,1.5400744722738771e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/17,10.988669872283936,247.24203586578366,63.660442960895004,261.57620926080006,22.5,5.794056415557861,23.806615067209815,3.483421501711847e-05,3.1700119688715668e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/18,47.80628776550293,1075.6216531991959,257.91279075099357,-309.5642476512,22.5,5.794056415557861,27.29233425610838,6.230659539163404e-05,1.3033138171542895e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/19,57.50030565261841,1293.7357628345487,314.0959228353801,-103.76408301120003,22.5,5.794056415557861,29.73263347646415,9.151958904588961e-05,1.591636566226184e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/20,21.48995304107666,483.51510286331177,124.49307744125804,295.61223648960004,22.5,5.794056415557861,3.715316480849835,5.498354532222591e-05,2.5585698217733843e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/56,23.662976026535034,532.407009601593,127.50425023358808,-173.6911389528,22.5,5.794056415557861,28.398478471782884,2.9585548927680063e-05,1.2502885898419375e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/57,81.55392384529114,1834.937059879303,443.78392367702884,-126.34610107680001,22.5,5.794056415557861,28.78532629584316,0.00013096782642549692,1.6059046609939285e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/58,16.651199102401733,374.64597165584564,177.24642370531853,-212.4871699896,22.5,5.794056415557861,0.0,2.0652148009254793e-05,1.2402799271240456e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/59,37.46816396713257,843.0212974548339,207.4986701062132,101.6560813248,22.5,5.794056415557861,29.48110478433346,7.010767223238652e-05,1.8711264393388916e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/61,50.59977698326111,1138.4762388467786,273.97972439790453,-132.47010597599999,22.5,5.794056415557861,28.533696196288492,7.788465055341026e-05,1.5392291270211575e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/62,22.850693464279175,514.132604598999,122.77860862417923,-0.14700011759997794,22.5,5.794056415557861,29.827467380048546,3.8745864214837845e-05,1.6956099943052683e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/63,21.32628607749939,479.833105802536,113.87128487725738,-124.30909944720001,22.5,5.794056415557861,28.963791037842164,2.8561790758437022e-05,1.3392763585109907e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/64,46.281187295913696,1041.3141614198685,248.93234893583553,-211.0211688168,22.5,5.794056415557861,22.869279834258368,6.566876353892265e-05,1.4189083594387548e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/65,18.062796115875244,406.4041525125503,104.63650739428942,285.395228316,22.5,5.794056415557861,3.8324819528068255,4.8461575173021586e-05,2.682949797037741e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/66,56.15072154998779,1263.3725666999815,306.2029275215552,-85.83606866880002,22.5,5.794056415557861,29.15305718180313,9.0282658996001e-05,1.6078628467067423e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/67,52.30942749977112,1176.942667365074,283.76784251281737,-159.7991278392,22.5,5.794056415557861,29.1991331966231,7.915792804714484e-05,1.5132631311533892e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/68,91.27228593826294,2053.5931634902954,500.01760572308115,99.7810798248,22.5,5.794056415557861,4.2848978229326065,0.00016145373464093328,1.768923972717649e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/69,18.384361743927002,413.6379790306091,96.98414139133035,-303.060242448,22.5,5.794056415557861,28.02615475915629,1.2629736682173712e-05,6.869826028279582e-07,0.042
llama-2-7b.Q3_K_L,Mbpp/70,32.609421491622925,733.6974942684174,179.39202803836915,-92.345073876,22.5,5.794056415557861,30.112729642159977,4.99407037950303e-05,1.5314808270321395e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/71,98.83110213279724,2223.6662113666534,543.7004214733245,106.17508493999998,22.5,5.794056415557861,29.162837981968543,0.00017484942608468265,1.7691740991589996e-06,0.042
llama-2-7b.Q3_K_L,Mbpp/72,76.91633486747742,1730.5918174982069,426.5013983468113,-274.06021924799995,22.5,5.794056415557861,31.79418972339306,0.00011457889638987965,1.4896562165539054e-06,0.042
